"year","round","race_name","circuit","circuit_type","country","location","driver","driver_nationality","constructor","constructor_nationality","grid","position","points","status","q1","q2","q3","qualifying_position","constructor_prestige"
2017,20,"Abu Dhabi Grand Prix","Yas Marina Circuit","Hybrid Circuit","UAE","Abu Dhabi","Stroll","Canadian","Williams","British",15,"18",0,"+1 Lap","1:39.503","1:39.646","\N",15,4
2017,20,"Abu Dhabi Grand Prix","Yas Marina Circuit","Hybrid Circuit","UAE","Abu Dhabi","Sainz","Spanish","Renault","French",12,"\N",0,"Wheel","1:38.810","1:38.725","\N",12,4
2017,20,"Abu Dhabi Grand Prix","Yas Marina Circuit","Hybrid Circuit","UAE","Abu Dhabi","Ricciardo","Australian","Red Bull","Austrian",4,"\N",0,"Hydraulics","1:38.016","1:37.583","1:36.959",4,2
2018,1,"Australian Grand Prix","Albert Park Grand Prix Circuit","Street Circuit","Australia","Melbourne","Vettel","German","Ferrari","Italian",3,"1",25,"Finished","1:23.348","1:21.944","1:21.838",3,2
2018,1,"Australian Grand Prix","Albert Park Grand Prix Circuit","Street Circuit","Australia","Melbourne","Hamilton","British","Mercedes","German",1,"2",18,"Finished","1:22.824","1:22.051","1:21.164",1,1
2018,1,"Australian Grand Prix","Albert Park Grand Prix Circuit","Street Circuit","Australia","Melbourne","Räikkönen","Finnish","Ferrari","Italian",2,"3",15,"Finished","1:23.096","1:22.507","1:21.828",2,2
2018,1,"Australian Grand Prix","Albert Park Grand Prix Circuit","Street Circuit","Australia","Melbourne","Ricciardo","Australian","Red Bull","Austrian",8,"4",12,"Finished","1:23.494","1:22.897","1:22.152",5,2
2018,1,"Australian Grand Prix","Albert Park Grand Prix Circuit","Street Circuit","Australia","Melbourne","Alonso","Spanish","McLaren","British",10,"5",10,"Finished","1:23.597","1:23.692","\N",11,3
2018,1,"Australian Grand Prix","Albert Park Grand Prix Circuit","Street Circuit","Australia","Melbourne","Verstappen","Dutch","Red Bull","Austrian",4,"6",8,"Finished","1:23.483","1:22.416","1:21.879",4,2
2018,1,"Australian Grand Prix","Albert Park Grand Prix Circuit","Street Circuit","Australia","Melbourne","Hülkenberg","German","Renault","French",7,"7",6,"Finished","1:23.782","1:23.544","1:23.532",8,4
2018,1,"Australian Grand Prix","Albert Park Grand Prix Circuit","Street Circuit","Australia","Melbourne","Bottas","Finnish","Mercedes","German",15,"8",4,"Finished","1:23.686","1:22.089","\N",10,1
2018,1,"Australian Grand Prix","Albert Park Grand Prix Circuit","Street Circuit","Australia","Melbourne","Vandoorne","Belgian","McLaren","British",11,"9",2,"Finished","1:24.073","1:23.853","\N",12,3
2018,1,"Australian Grand Prix","Albert Park Grand Prix Circuit","Street Circuit","Australia","Melbourne","Sainz","Spanish","Renault","French",9,"10",1,"Finished","1:23.529","1:23.061","1:23.577",9,4
2018,1,"Australian Grand Prix","Albert Park Grand Prix Circuit","Street Circuit","Australia","Melbourne","Pérez","Mexican","Force India","Indian",12,"11",0,"Finished","1:24.344","1:24.005","\N",13,5
2018,1,"Australian Grand Prix","Albert Park Grand Prix Circuit","Street Circuit","Australia","Melbourne","Ocon","French","Force India","Indian",14,"12",0,"Finished","1:24.503","1:24.786","\N",15,5
2018,1,"Australian Grand Prix","Albert Park Grand Prix Circuit","Street Circuit","Australia","Melbourne","Leclerc","Monegasque","Sauber","Swiss",18,"13",0,"Finished","1:24.636","\N","\N",18,6
2018,1,"Australian Grand Prix","Albert Park Grand Prix Circuit","Street Circuit","Australia","Melbourne","Stroll","Canadian","Williams","British",13,"14",0,"Finished","1:24.464","1:24.230","\N",14,4
2018,1,"Australian Grand Prix","Albert Park Grand Prix Circuit","Street Circuit","Australia","Melbourne","Hartley","New Zealander","Toro Rosso","Italian",16,"15",0,"+1 Lap","1:24.532","\N","\N",16,6
2018,1,"Australian Grand Prix","Albert Park Grand Prix Circuit","Street Circuit","Australia","Melbourne","Grosjean","French","Haas F1 Team","American",6,"\N",0,"Wheel","1:23.671","1:23.468","1:23.339",7,6
2018,1,"Australian Grand Prix","Albert Park Grand Prix Circuit","Street Circuit","Australia","Melbourne","Magnussen","Danish","Haas F1 Team","American",5,"\N",0,"Wheel","1:23.909","1:23.300","1:23.187",6,6
2018,1,"Australian Grand Prix","Albert Park Grand Prix Circuit","Street Circuit","Australia","Melbourne","Gasly","French","Toro Rosso","Italian",20,"\N",0,"Engine","1:25.295","\N","\N",20,6
2018,1,"Australian Grand Prix","Albert Park Grand Prix Circuit","Street Circuit","Australia","Melbourne","Ericsson","Swedish","Sauber","Swiss",17,"\N",0,"Steering","1:24.556","\N","\N",17,6
2018,1,"Australian Grand Prix","Albert Park Grand Prix Circuit","Street Circuit","Australia","Melbourne","Sirotkin","Russian","Williams","British",19,"\N",0,"Brakes","1:24.922","\N","\N",19,4
2018,2,"Bahrain Grand Prix","Bahrain International Circuit","Permanent Race Circuit","Bahrain","Sakhir","Vettel","German","Ferrari","Italian",1,"1",25,"Finished","1:29.060","1:28.341","1:27.958",1,2
2018,2,"Bahrain Grand Prix","Bahrain International Circuit","Permanent Race Circuit","Bahrain","Sakhir","Bottas","Finnish","Mercedes","German",3,"2",18,"Finished","1:29.275","1:28.794","1:28.124",3,1
2018,2,"Bahrain Grand Prix","Bahrain International Circuit","Permanent Race Circuit","Bahrain","Sakhir","Hamilton","British","Mercedes","German",9,"3",15,"Finished","1:29.396","1:28.458","1:28.220",4,1
2018,2,"Bahrain Grand Prix","Bahrain International Circuit","Permanent Race Circuit","Bahrain","Sakhir","Gasly","French","Toro Rosso","Italian",5,"4",12,"Finished","1:30.121","1:29.836","1:29.329",6,6
2018,2,"Bahrain Grand Prix","Bahrain International Circuit","Permanent Race Circuit","Bahrain","Sakhir","Magnussen","Danish","Haas F1 Team","American",6,"5",10,"Finished","1:29.594","1:29.623","1:29.358",7,6
2018,2,"Bahrain Grand Prix","Bahrain International Circuit","Permanent Race Circuit","Bahrain","Sakhir","Hülkenberg","German","Renault","French",7,"6",8,"Finished","1:30.260","1:29.187","1:29.570",8,4
2018,2,"Bahrain Grand Prix","Bahrain International Circuit","Permanent Race Circuit","Bahrain","Sakhir","Alonso","Spanish","McLaren","British",13,"7",6,"+1 Lap","1:30.530","1:30.212","\N",13,3
2018,2,"Bahrain Grand Prix","Bahrain International Circuit","Permanent Race Circuit","Bahrain","Sakhir","Vandoorne","Belgian","McLaren","British",14,"8",4,"+1 Lap","1:30.479","1:30.525","\N",14,3
2018,2,"Bahrain Grand Prix","Bahrain International Circuit","Permanent Race Circuit","Bahrain","Sakhir","Ericsson","Swedish","Sauber","Swiss",17,"9",2,"+1 Lap","1:31.063","\N","\N",17,6
2018,2,"Bahrain Grand Prix","Bahrain International Circuit","Permanent Race Circuit","Bahrain","Sakhir","Ocon","French","Force India","Indian",8,"10",1,"+1 Lap","1:30.338","1:30.009","1:29.874",9,5
2018,2,"Bahrain Grand Prix","Bahrain International Circuit","Permanent Race Circuit","Bahrain","Sakhir","Sainz","Spanish","Renault","French",10,"11",0,"+1 Lap","1:29.893","1:29.802","1:29.986",10,4
2018,2,"Bahrain Grand Prix","Bahrain International Circuit","Permanent Race Circuit","Bahrain","Sakhir","Leclerc","Monegasque","Sauber","Swiss",19,"12",0,"+1 Lap","1:31.420","\N","\N",19,6
2018,2,"Bahrain Grand Prix","Bahrain International Circuit","Permanent Race Circuit","Bahrain","Sakhir","Grosjean","French","Haas F1 Team","American",16,"13",0,"+1 Lap","1:30.530","\N","\N",16,6
2018,2,"Bahrain Grand Prix","Bahrain International Circuit","Permanent Race Circuit","Bahrain","Sakhir","Stroll","Canadian","Williams","British",20,"14",0,"+1 Lap","1:31.503","\N","\N",20,4
2018,2,"Bahrain Grand Prix","Bahrain International Circuit","Permanent Race Circuit","Bahrain","Sakhir","Sirotkin","Russian","Williams","British",18,"15",0,"+1 Lap","1:31.414","\N","\N",18,4
2018,2,"Bahrain Grand Prix","Bahrain International Circuit","Permanent Race Circuit","Bahrain","Sakhir","Pérez","Mexican","Force India","Indian",12,"16",0,"+1 Lap","1:30.218","1:30.156","\N",12,5
2018,2,"Bahrain Grand Prix","Bahrain International Circuit","Permanent Race Circuit","Bahrain","Sakhir","Hartley","New Zealander","Toro Rosso","Italian",11,"17",0,"+1 Lap","1:30.412","1:30.105","\N",11,6
2018,2,"Bahrain Grand Prix","Bahrain International Circuit","Permanent Race Circuit","Bahrain","Sakhir","Räikkönen","Finnish","Ferrari","Italian",2,"\N",0,"Wheel","1:28.951","1:28.515","1:28.101",2,2
2018,2,"Bahrain Grand Prix","Bahrain International Circuit","Permanent Race Circuit","Bahrain","Sakhir","Verstappen","Dutch","Red Bull","Austrian",15,"\N",0,"Puncture","1:29.374","\N","\N",15,2
2018,2,"Bahrain Grand Prix","Bahrain International Circuit","Permanent Race Circuit","Bahrain","Sakhir","Ricciardo","Australian","Red Bull","Austrian",4,"\N",0,"Electrical","1:29.552","1:28.962","1:28.398",5,2
2018,3,"Chinese Grand Prix","Shanghai International Circuit","Permanent Race Circuit","China","Shanghai","Ricciardo","Australian","Red Bull","Austrian",6,"1",25,"Finished","1:33.877","1:32.688","1:31.948",6,2
2018,3,"Chinese Grand Prix","Shanghai International Circuit","Permanent Race Circuit","China","Shanghai","Bottas","Finnish","Mercedes","German",3,"2",18,"Finished","1:32.921","1:32.063","1:31.625",3,1
2018,3,"Chinese Grand Prix","Shanghai International Circuit","Permanent Race Circuit","China","Shanghai","Räikkönen","Finnish","Ferrari","Italian",2,"3",15,"Finished","1:32.474","1:32.286","1:31.182",2,2
2018,3,"Chinese Grand Prix","Shanghai International Circuit","Permanent Race Circuit","China","Shanghai","Hamilton","British","Mercedes","German",4,"4",12,"Finished","1:33.283","1:31.914","1:31.675",4,1
2018,3,"Chinese Grand Prix","Shanghai International Circuit","Permanent Race Circuit","China","Shanghai","Verstappen","Dutch","Red Bull","Austrian",5,"5",10,"Finished","1:32.932","1:32.809","1:31.796",5,2
2018,3,"Chinese Grand Prix","Shanghai International Circuit","Permanent Race Circuit","China","Shanghai","Hülkenberg","German","Renault","French",7,"6",8,"Finished","1:33.545","1:32.494","1:32.532",7,4
2018,3,"Chinese Grand Prix","Shanghai International Circuit","Permanent Race Circuit","China","Shanghai","Alonso","Spanish","McLaren","British",13,"7",6,"Finished","1:33.428","1:33.232","\N",13,3
2018,3,"Chinese Grand Prix","Shanghai International Circuit","Permanent Race Circuit","China","Shanghai","Vettel","German","Ferrari","Italian",1,"8",4,"Finished","1:32.171","1:32.385","1:31.095",1,2
2018,3,"Chinese Grand Prix","Shanghai International Circuit","Permanent Race Circuit","China","Shanghai","Sainz","Spanish","Renault","French",9,"9",2,"Finished","1:33.315","1:32.970","1:32.819",9,4
2018,3,"Chinese Grand Prix","Shanghai International Circuit","Permanent Race Circuit","China","Shanghai","Magnussen","Danish","Haas F1 Team","American",11,"10",1,"Finished","1:33.359","1:32.986","\N",11,6
2018,3,"Chinese Grand Prix","Shanghai International Circuit","Permanent Race Circuit","China","Shanghai","Ocon","French","Force India","Indian",12,"11",0,"Finished","1:33.585","1:33.057","\N",12,5
2018,3,"Chinese Grand Prix","Shanghai International Circuit","Permanent Race Circuit","China","Shanghai","Pérez","Mexican","Force India","Indian",8,"12",0,"Finished","1:33.464","1:32.931","1:32.758",8,5
2018,3,"Chinese Grand Prix","Shanghai International Circuit","Permanent Race Circuit","China","Shanghai","Vandoorne","Belgian","McLaren","British",14,"13",0,"Finished","1:33.824","1:33.505","\N",14,3
2018,3,"Chinese Grand Prix","Shanghai International Circuit","Permanent Race Circuit","China","Shanghai","Stroll","Canadian","Williams","British",18,"14",0,"Finished","1:34.285","\N","\N",18,4
2018,3,"Chinese Grand Prix","Shanghai International Circuit","Permanent Race Circuit","China","Shanghai","Sirotkin","Russian","Williams","British",16,"15",0,"Finished","1:34.062","\N","\N",16,4
2018,3,"Chinese Grand Prix","Shanghai International Circuit","Permanent Race Circuit","China","Shanghai","Ericsson","Swedish","Sauber","Swiss",20,"16",0,"Finished","1:34.914","\N","\N",20,6
2018,3,"Chinese Grand Prix","Shanghai International Circuit","Permanent Race Circuit","China","Shanghai","Grosjean","French","Haas F1 Team","American",10,"17",0,"Finished","1:33.238","1:32.524","1:32.855",10,6
2018,3,"Chinese Grand Prix","Shanghai International Circuit","Permanent Race Circuit","China","Shanghai","Gasly","French","Toro Rosso","Italian",17,"18",0,"Finished","1:34.101","\N","\N",17,6
2018,3,"Chinese Grand Prix","Shanghai International Circuit","Permanent Race Circuit","China","Shanghai","Leclerc","Monegasque","Sauber","Swiss",19,"19",0,"Finished","1:34.454","\N","\N",19,6
2018,3,"Chinese Grand Prix","Shanghai International Circuit","Permanent Race Circuit","China","Shanghai","Hartley","New Zealander","Toro Rosso","Italian",15,"20",0,"Collision damage","1:34.013","1:33.795","\N",15,6
2018,4,"Azerbaijan Grand Prix","Baku City Circuit","Street Circuit","Azerbaijan","Baku","Hamilton","British","Mercedes","German",2,"1",25,"Finished","1:42.693","1:42.676","1:41.677",2,1
2018,4,"Azerbaijan Grand Prix","Baku City Circuit","Street Circuit","Azerbaijan","Baku","Räikkönen","Finnish","Ferrari","Italian",6,"2",18,"Finished","1:42.538","1:42.510","1:42.490",6,2
2018,4,"Azerbaijan Grand Prix","Baku City Circuit","Street Circuit","Azerbaijan","Baku","Pérez","Mexican","Force India","Indian",8,"3",15,"Finished","1:43.992","1:43.366","1:42.547",8,5
2018,4,"Azerbaijan Grand Prix","Baku City Circuit","Street Circuit","Azerbaijan","Baku","Vettel","German","Ferrari","Italian",1,"4",12,"Finished","1:42.762","1:43.015","1:41.498",1,2
2018,4,"Azerbaijan Grand Prix","Baku City Circuit","Street Circuit","Azerbaijan","Baku","Sainz","Spanish","Renault","French",9,"5",10,"Finished","1:43.426","1:43.464","1:43.351",10,4
2018,4,"Azerbaijan Grand Prix","Baku City Circuit","Street Circuit","Azerbaijan","Baku","Leclerc","Monegasque","Sauber","Swiss",13,"6",8,"Finished","1:43.752","1:44.074","\N",14,6
2018,4,"Azerbaijan Grand Prix","Baku City Circuit","Street Circuit","Azerbaijan","Baku","Alonso","Spanish","McLaren","British",12,"7",6,"Finished","1:44.010","1:44.019","\N",13,3
2018,4,"Azerbaijan Grand Prix","Baku City Circuit","Street Circuit","Azerbaijan","Baku","Stroll","Canadian","Williams","British",10,"8",4,"Finished","1:44.359","1:43.585","\N",11,4
2018,4,"Azerbaijan Grand Prix","Baku City Circuit","Street Circuit","Azerbaijan","Baku","Vandoorne","Belgian","McLaren","British",16,"9",2,"Finished","1:44.489","\N","\N",16,3
2018,4,"Azerbaijan Grand Prix","Baku City Circuit","Street Circuit","Azerbaijan","Baku","Hartley","New Zealander","Toro Rosso","Italian",19,"10",1,"Finished","1:57.354","\N","\N",19,6
2018,4,"Azerbaijan Grand Prix","Baku City Circuit","Street Circuit","Azerbaijan","Baku","Ericsson","Swedish","Sauber","Swiss",18,"11",0,"Finished","1:45.541","\N","\N",18,6
2018,4,"Azerbaijan Grand Prix","Baku City Circuit","Street Circuit","Azerbaijan","Baku","Gasly","French","Toro Rosso","Italian",17,"12",0,"Finished","1:44.496","\N","\N",17,6
2018,4,"Azerbaijan Grand Prix","Baku City Circuit","Street Circuit","Azerbaijan","Baku","Magnussen","Danish","Haas F1 Team","American",15,"13",0,"Finished","1:43.674","1:44.759","\N",15,6
2018,4,"Azerbaijan Grand Prix","Baku City Circuit","Street Circuit","Azerbaijan","Baku","Bottas","Finnish","Mercedes","German",3,"\N",0,"Puncture","1:43.355","1:42.679","1:41.837",3,1
2018,4,"Azerbaijan Grand Prix","Baku City Circuit","Street Circuit","Azerbaijan","Baku","Grosjean","French","Haas F1 Team","American",20,"\N",0,"Accident","\N","\N","\N",20,6
2018,4,"Azerbaijan Grand Prix","Baku City Circuit","Street Circuit","Azerbaijan","Baku","Verstappen","Dutch","Red Bull","Austrian",5,"\N",0,"Collision","1:42.642","1:42.901","1:41.994",5,2
2018,4,"Azerbaijan Grand Prix","Baku City Circuit","Street Circuit","Azerbaijan","Baku","Ricciardo","Australian","Red Bull","Austrian",4,"\N",0,"Collision","1:42.857","1:43.482","1:41.911",4,2
2018,4,"Azerbaijan Grand Prix","Baku City Circuit","Street Circuit","Azerbaijan","Baku","Hülkenberg","German","Renault","French",14,"\N",0,"Accident","1:43.746","1:43.232","1:43.066",9,4
2018,4,"Azerbaijan Grand Prix","Baku City Circuit","Street Circuit","Azerbaijan","Baku","Ocon","French","Force India","Indian",7,"\N",0,"Collision","1:43.021","1:42.967","1:42.523",7,5
2018,4,"Azerbaijan Grand Prix","Baku City Circuit","Street Circuit","Azerbaijan","Baku","Sirotkin","Russian","Williams","British",11,"\N",0,"Collision","1:44.261","1:43.886","\N",12,4
2018,5,"Spanish Grand Prix","Circuit de Barcelona-Catalunya","Permanent Race Circuit","Spain","Montmeló","Hamilton","British","Mercedes","German",1,"1",25,"Finished","1:17.633","1:17.166","1:16.173",1,1
2018,5,"Spanish Grand Prix","Circuit de Barcelona-Catalunya","Permanent Race Circuit","Spain","Montmeló","Bottas","Finnish","Mercedes","German",2,"2",18,"Finished","1:17.674","1:17.111","1:16.213",2,1
2018,5,"Spanish Grand Prix","Circuit de Barcelona-Catalunya","Permanent Race Circuit","Spain","Montmeló","Verstappen","Dutch","Red Bull","Austrian",5,"3",15,"Finished","1:17.411","1:17.266","1:16.816",5,2
2018,5,"Spanish Grand Prix","Circuit de Barcelona-Catalunya","Permanent Race Circuit","Spain","Montmeló","Vettel","German","Ferrari","Italian",3,"4",12,"Finished","1:17.031","1:16.802","1:16.305",3,2
2018,5,"Spanish Grand Prix","Circuit de Barcelona-Catalunya","Permanent Race Circuit","Spain","Montmeló","Ricciardo","Australian","Red Bull","Austrian",6,"5",10,"Finished","1:17.623","1:17.638","1:16.818",6,2
2018,5,"Spanish Grand Prix","Circuit de Barcelona-Catalunya","Permanent Race Circuit","Spain","Montmeló","Magnussen","Danish","Haas F1 Team","American",7,"6",8,"+1 Lap","1:18.169","1:17.618","1:17.676",7,6
2018,5,"Spanish Grand Prix","Circuit de Barcelona-Catalunya","Permanent Race Circuit","Spain","Montmeló","Sainz","Spanish","Renault","French",9,"7",6,"+1 Lap","1:18.480","1:17.803","1:17.790",9,4
2018,5,"Spanish Grand Prix","Circuit de Barcelona-Catalunya","Permanent Race Circuit","Spain","Montmeló","Alonso","Spanish","McLaren","British",8,"8",4,"+1 Lap","1:18.276","1:18.100","1:17.721",8,3
2018,5,"Spanish Grand Prix","Circuit de Barcelona-Catalunya","Permanent Race Circuit","Spain","Montmeló","Pérez","Mexican","Force India","Indian",15,"9",2,"+2 Laps","1:18.740","1:19.098","\N",15,5
2018,5,"Spanish Grand Prix","Circuit de Barcelona-Catalunya","Permanent Race Circuit","Spain","Montmeló","Leclerc","Monegasque","Sauber","Swiss",14,"10",1,"+2 Laps","1:18.661","1:18.910","\N",14,6
2018,5,"Spanish Grand Prix","Circuit de Barcelona-Catalunya","Permanent Race Circuit","Spain","Montmeló","Stroll","Canadian","Williams","British",18,"11",0,"+2 Laps","1:20.225","\N","\N",19,4
2018,5,"Spanish Grand Prix","Circuit de Barcelona-Catalunya","Permanent Race Circuit","Spain","Montmeló","Hartley","New Zealander","Toro Rosso","Italian",20,"12",0,"+2 Laps","\N","\N","\N",20,6
2018,5,"Spanish Grand Prix","Circuit de Barcelona-Catalunya","Permanent Race Circuit","Spain","Montmeló","Ericsson","Swedish","Sauber","Swiss",17,"13",0,"+2 Laps","1:19.493","\N","\N",17,6
2018,5,"Spanish Grand Prix","Circuit de Barcelona-Catalunya","Permanent Race Circuit","Spain","Montmeló","Sirotkin","Russian","Williams","British",19,"14",0,"+3 Laps","1:19.695","\N","\N",18,4
2018,5,"Spanish Grand Prix","Circuit de Barcelona-Catalunya","Permanent Race Circuit","Spain","Montmeló","Vandoorne","Belgian","McLaren","British",11,"\N",0,"Gearbox","1:18.885","1:18.323","\N",11,3
2018,5,"Spanish Grand Prix","Circuit de Barcelona-Catalunya","Permanent Race Circuit","Spain","Montmeló","Ocon","French","Force India","Indian",13,"\N",0,"Oil leak","1:18.813","1:18.696","\N",13,5
2018,5,"Spanish Grand Prix","Circuit de Barcelona-Catalunya","Permanent Race Circuit","Spain","Montmeló","Räikkönen","Finnish","Ferrari","Italian",4,"\N",0,"Turbo","1:17.483","1:17.071","1:16.612",4,2
2018,5,"Spanish Grand Prix","Circuit de Barcelona-Catalunya","Permanent Race Circuit","Spain","Montmeló","Grosjean","French","Haas F1 Team","American",10,"\N",0,"Collision","1:18.305","1:17.699","1:17.835",10,6
2018,5,"Spanish Grand Prix","Circuit de Barcelona-Catalunya","Permanent Race Circuit","Spain","Montmeló","Gasly","French","Toro Rosso","Italian",12,"\N",0,"Collision","1:18.550","1:18.463","\N",12,6
2018,5,"Spanish Grand Prix","Circuit de Barcelona-Catalunya","Permanent Race Circuit","Spain","Montmeló","Hülkenberg","German","Renault","French",16,"\N",0,"Collision","1:18.923","\N","\N",16,4
2018,6,"Monaco Grand Prix","Circuit de Monaco","Street Circuit","Monaco","Monte-Carlo","Ricciardo","Australian","Red Bull","Austrian",1,"1",25,"Finished","1:12.013","1:11.278","1:10.810",1,2
2018,6,"Monaco Grand Prix","Circuit de Monaco","Street Circuit","Monaco","Monte-Carlo","Vettel","German","Ferrari","Italian",2,"2",18,"Finished","1:12.415","1:11.518","1:11.039",2,2
2018,6,"Monaco Grand Prix","Circuit de Monaco","Street Circuit","Monaco","Monte-Carlo","Hamilton","British","Mercedes","German",3,"3",15,"Finished","1:12.460","1:11.584","1:11.232",3,1
2018,6,"Monaco Grand Prix","Circuit de Monaco","Street Circuit","Monaco","Monte-Carlo","Räikkönen","Finnish","Ferrari","Italian",4,"4",12,"Finished","1:12.639","1:11.391","1:11.266",4,2
2018,6,"Monaco Grand Prix","Circuit de Monaco","Street Circuit","Monaco","Monte-Carlo","Bottas","Finnish","Mercedes","German",5,"5",10,"Finished","1:12.434","1:12.002","1:11.441",5,1
2018,6,"Monaco Grand Prix","Circuit de Monaco","Street Circuit","Monaco","Monte-Carlo","Ocon","French","Force India","Indian",6,"6",8,"Finished","1:13.028","1:12.188","1:12.061",6,5
2018,6,"Monaco Grand Prix","Circuit de Monaco","Street Circuit","Monaco","Monte-Carlo","Gasly","French","Toro Rosso","Italian",10,"7",6,"Finished","1:12.941","1:12.313","1:12.221",10,6
2018,6,"Monaco Grand Prix","Circuit de Monaco","Street Circuit","Monaco","Monte-Carlo","Hülkenberg","German","Renault","French",11,"8",4,"Finished","1:13.065","1:12.411","\N",11,4
2018,6,"Monaco Grand Prix","Circuit de Monaco","Street Circuit","Monaco","Monte-Carlo","Verstappen","Dutch","Red Bull","Austrian",20,"9",2,"Finished","\N","\N","\N",20,2
2018,6,"Monaco Grand Prix","Circuit de Monaco","Street Circuit","Monaco","Monte-Carlo","Sainz","Spanish","Renault","French",8,"10",1,"Finished","1:12.950","1:12.286","1:12.130",8,4
2018,6,"Monaco Grand Prix","Circuit de Monaco","Street Circuit","Monaco","Monte-Carlo","Ericsson","Swedish","Sauber","Swiss",16,"11",0,"Finished","1:13.265","\N","\N",17,6
2018,6,"Monaco Grand Prix","Circuit de Monaco","Street Circuit","Monaco","Monte-Carlo","Pérez","Mexican","Force India","Indian",9,"12",0,"Finished","1:12.848","1:12.194","1:12.154",9,5
2018,6,"Monaco Grand Prix","Circuit de Monaco","Street Circuit","Monaco","Monte-Carlo","Magnussen","Danish","Haas F1 Team","American",19,"13",0,"Finished","1:13.393","\N","\N",19,6
2018,6,"Monaco Grand Prix","Circuit de Monaco","Street Circuit","Monaco","Monte-Carlo","Vandoorne","Belgian","McLaren","British",12,"14",0,"+1 Lap","1:12.463","1:12.440","\N",12,3
2018,6,"Monaco Grand Prix","Circuit de Monaco","Street Circuit","Monaco","Monte-Carlo","Grosjean","French","Haas F1 Team","American",18,"15",0,"+1 Lap","1:12.930","1:12.728","\N",15,6
2018,6,"Monaco Grand Prix","Circuit de Monaco","Street Circuit","Monaco","Monte-Carlo","Sirotkin","Russian","Williams","British",13,"16",0,"+1 Lap","1:12.706","1:12.521","\N",13,4
2018,6,"Monaco Grand Prix","Circuit de Monaco","Street Circuit","Monaco","Monte-Carlo","Stroll","Canadian","Williams","British",17,"17",0,"+2 Laps","1:13.323","\N","\N",18,4
2018,6,"Monaco Grand Prix","Circuit de Monaco","Street Circuit","Monaco","Monte-Carlo","Leclerc","Monegasque","Sauber","Swiss",14,"\N",0,"Collision","1:12.829","1:12.714","\N",14,6
2018,6,"Monaco Grand Prix","Circuit de Monaco","Street Circuit","Monaco","Monte-Carlo","Hartley","New Zealander","Toro Rosso","Italian",15,"\N",0,"Collision","1:13.179","\N","\N",16,6
2018,6,"Monaco Grand Prix","Circuit de Monaco","Street Circuit","Monaco","Monte-Carlo","Alonso","Spanish","McLaren","British",7,"\N",0,"Gearbox","1:12.657","1:12.269","1:12.110",7,3
2018,7,"Canadian Grand Prix","Circuit Gilles Villeneuve","Hybrid Circuit","Canada","Montreal","Vettel","German","Ferrari","Italian",1,"1",25,"Finished","1:11.710","1:11.524","1:10.764",1,2
2018,7,"Canadian Grand Prix","Circuit Gilles Villeneuve","Hybrid Circuit","Canada","Montreal","Bottas","Finnish","Mercedes","German",2,"2",18,"Finished","1:11.950","1:11.514","1:10.857",2,1
2018,7,"Canadian Grand Prix","Circuit Gilles Villeneuve","Hybrid Circuit","Canada","Montreal","Verstappen","Dutch","Red Bull","Austrian",3,"3",15,"Finished","1:12.008","1:11.472","1:10.937",3,2
2018,7,"Canadian Grand Prix","Circuit Gilles Villeneuve","Hybrid Circuit","Canada","Montreal","Ricciardo","Australian","Red Bull","Austrian",6,"4",12,"Finished","1:12.459","1:11.434","1:11.116",6,2
2018,7,"Canadian Grand Prix","Circuit Gilles Villeneuve","Hybrid Circuit","Canada","Montreal","Hamilton","British","Mercedes","German",4,"5",10,"Finished","1:11.835","1:11.740","1:10.996",4,1
2018,7,"Canadian Grand Prix","Circuit Gilles Villeneuve","Hybrid Circuit","Canada","Montreal","Räikkönen","Finnish","Ferrari","Italian",5,"6",8,"Finished","1:11.725","1:11.620","1:11.095",5,2
2018,7,"Canadian Grand Prix","Circuit Gilles Villeneuve","Hybrid Circuit","Canada","Montreal","Hülkenberg","German","Renault","French",7,"7",6,"+1 Lap","1:12.795","1:11.916","1:11.973",7,4
2018,7,"Canadian Grand Prix","Circuit Gilles Villeneuve","Hybrid Circuit","Canada","Montreal","Sainz","Spanish","Renault","French",9,"8",4,"+1 Lap","1:12.689","1:12.097","1:12.168",9,4
2018,7,"Canadian Grand Prix","Circuit Gilles Villeneuve","Hybrid Circuit","Canada","Montreal","Ocon","French","Force India","Indian",8,"9",2,"+1 Lap","1:12.577","1:12.141","1:12.084",8,5
2018,7,"Canadian Grand Prix","Circuit Gilles Villeneuve","Hybrid Circuit","Canada","Montreal","Leclerc","Monegasque","Sauber","Swiss",13,"10",1,"+1 Lap","1:12.945","1:12.661","\N",13,6
2018,7,"Canadian Grand Prix","Circuit Gilles Villeneuve","Hybrid Circuit","Canada","Montreal","Gasly","French","Toro Rosso","Italian",16,"11",0,"+1 Lap","1:13.047","\N","\N",16,6
2018,7,"Canadian Grand Prix","Circuit Gilles Villeneuve","Hybrid Circuit","Canada","Montreal","Grosjean","French","Haas F1 Team","American",20,"12",0,"+1 Lap","\N","\N","\N",20,6
2018,7,"Canadian Grand Prix","Circuit Gilles Villeneuve","Hybrid Circuit","Canada","Montreal","Magnussen","Danish","Haas F1 Team","American",11,"13",0,"+1 Lap","1:12.680","1:12.606","\N",11,6
